original_text,sentiment
The laptop was absolutely bad design choices throughout,-0.7479011122175367
"The course was not worth the money, very disappointed",-0.7587841779786867
The software was quite ordinary product with standard features,0.13793730612145508
Suitable for casual users,0.05351756565090393
Good value despite some minor problems,0.3
The game was totally horrible customer service experience,-0.6404610447279011
"very outstanding performance, works perfectly",0.6862700609590868
The website was definitely frustrating experience from start to finish,-0.6564942882602112
Suitable for casual users,-0.09321490622519717
The furniture was perhaps standard quality product offering,0.0997251550230758
Passable quality for the price,-0.09914877244018241
Great product at an affordable price,0.7997335339914473
Has some good points but also major flaws,-0.1
Better than the previous version but still lacking,0.2
Ordinary product with standard features,-0.0901765206724395
The laptop was overpriced for such poor quality,-0.7325709413108343
"The restaurant was outstanding performance, works perfectly",0.7818959422535436
extremely top-notch quality and craftsmanship,0.8070846573538846
extremely satisfactory performance overall,-0.04353069495403379
"Terrible quality, completely disappointed",-0.6987250656346389
Brilliant product design and functionality,0.9554992319475909
The service was certainly faulty product arrived damaged,-0.9462259482367512
totally standard offering in this category,-0.03781585965627976
"Okay for the price, meets expectations",0.1498673109751316
Good value despite some minor problems,0.3
Mixed feelings about this purchase,0.0
"extremely unreliable product, stops working frequently",-0.7372975746101771
Fair value for what you get,-0.1230251265420893
"The furniture was defective product, doesn't work at all",-0.648054929055536
The smartphone was poor design and functionality issues,-0.796655781233488
The shoes was top-notch quality and craftsmanship,0.8977116262379823
completely overpriced for such poor quality,-0.8450429657325362
"Could have been worse, but still not great",-0.3
Started well but ended up being disappointing,-0.5
Faulty product arrived damaged,-0.7666970030175537
"totally terrible quality, completely disappointed",-0.6126044889622464
Great product at an affordable price,0.912304634427376
Impressive performance and reliability,0.6207294147289707
Passable quality for the price,-0.08766497371149257
completely poor design and functionality issues,-0.7067714815881301
Has some good points but also major flaws,-0.1
The restaurant was excellent build quality and durability,0.8670199597165882
"Fantastic experience, 5 stars!",0.8411127528093194
Bad design choices throughout,-0.9009760918880454
The restaurant was very cheaply made and breaks easily,-0.7372879581102824
"extremely terrible quality, completely disappointed",-0.9115746514185086
Reasonable option for basic needs,-0.11824402923662734
"Not bad at all, better than expected",0.4
"Could have been worse, but still not great",-0.3
"really defective product, doesn't work at all",-0.9123724763592569
Fair value for what you get,0.1125354133674141
Better than the previous version but still lacking,0.2
"absolutely this is an amazing product, highly recommend it!",0.9637281608315128
Top-notch quality and craftsmanship,0.6132812435165466
extremely exceptional customer support team,0.8159941518863422
"The game was incredible value, highly satisfied",0.7748661555267307
"maybe disappointing performance, very slow",-0.6073386704590209
"Outstanding value for money, will buy again",0.6313825525369063
Started well but ended up being disappointing,-0.5
definitely exceptional customer support team,0.7874157667074337
"The book was superb quality, worth every penny",0.7935019767729651
maybe acceptable performance and features,0.10483392186772064
definitely bad design choices throughout,-0.8914004983272529
Overpriced for such poor quality,-0.8484358887764742
"somewhat disappointing performance, very slow",-0.6658079097031222
Started well but ended up being disappointing,-0.5
Mixed feelings about this purchase,0.0
Not perfect but gets the job done,0.2
Started well but ended up being disappointing,-0.5
perhaps top-notch quality and craftsmanship,0.9487134266368806
Has some good points but also major flaws,-0.1
"Not bad at all, better than expected",0.4
Good value despite some minor problems,0.3
"Typical quality, nothing outstanding",0.030957649684400235
The restaurant was very excellent quality and great customer service,0.7159005811655073
Started well but ended up being disappointing,-0.5
Has some good points but also major flaws,-0.1
Started well but ended up being disappointing,-0.5
pretty fantastic user experience overall,0.6847929963608954
"Perfect product, exactly what I needed",0.6230235040066577
"pretty outstanding value for money, will buy again",0.6155338937717693
"The service was terrible build quality, fell apart quickly",-0.7656540846185923
pretty excellent build quality and durability,0.8567886001773064
"Defective product, doesn't work at all",-0.7583713291715123
The clothing was faulty product arrived damaged,-0.7439206753761505
Better than the previous version but still lacking,0.2
"Not bad at all, better than expected",0.4
"Superb quality, worth every penny",0.9322618026260999
Mixed feelings about this purchase,0.0
Cheaply made and breaks easily,-0.9336901839346897
Better than the previous version but still lacking,0.2
"The app was this is an amazing product, highly recommend it!",0.9118764001091078
Mixed feelings about this purchase,0.0
"Disappointing performance, very slow",-0.6706762280717129
"The hotel was completely regular performance, as expected",0.033032376610870384
"Defective product, doesn't work at all",-0.6434079937505972
Started well but ended up being disappointing,-0.5
Not perfect but gets the job done,0.2
pretty amazing features and easy to use,0.8503565505748036
"I thought this would be terrible, but it's actually quite good",0.6
"extremely not worth the money, very disappointed",-0.6883589654416853
"completely outstanding performance, works perfectly",0.9453334598287301
Good value despite some minor problems,0.3
The app was horrible customer service experience,-0.6394815956901405
Not perfect but gets the job done,0.2
"Incredible value, highly satisfied",0.9885580376166558
"Broken on arrival, poor packaging",-0.7929614794737911
"Superb quality, worth every penny",0.8943618452784009
definitely satisfactory performance overall,0.009471645806019363
Faulty product arrived damaged,-0.9823352255288675
The software was quite excellent quality and great customer service,0.7975182385457563
"The course was outstanding value for money, will buy again",0.7502331810559776
"Moderate performance, room for improvement",-0.046312501927079544
The hotel was standard quality product offering,0.02493906572987506
Not perfect but gets the job done,0.2
"Works fine most of the time, occasional issues",0.1
Low quality materials and workmanship,-0.7147056527666653
"Could have been worse, but still not great",-0.3
"Not bad at all, better than expected",0.4
pretty impressive performance and reliability,0.8981757896737319
The hotel was fantastic user experience overall,0.9520316350245833
Started well but ended up being disappointing,-0.5
Poor materials used in construction,-0.775650214654953
"Awful user interface, hard to use",-0.6532918581975999
Mixed feelings about this purchase,0.0
"Could have been worse, but still not great",-0.3
"I thought this would be terrible, but it's actually quite good",0.6
Faulty product arrived damaged,-0.8752403679982879
"somewhat outstanding performance, works perfectly",0.8308740946846993
"Could have been worse, but still not great",-0.3
"Typical quality, nothing outstanding",0.0805743992739606
"The course was awful user interface, hard to use",-0.923552516201599
The software was pretty amazing features and easy to use,0.6482090315145858
Not perfect but gets the job done,0.2
The book was fantastic user experience overall,0.8948720900028972
The software was wonderful service and fast delivery,0.8092261699076477
Top-notch quality and craftsmanship,0.8327885607657595
"extremely disappointing performance, very slow",-0.8257969498111237
very poor materials used in construction,-0.7303478817855749
"I thought this would be terrible, but it's actually quite good",0.6
"Typical quality, nothing outstanding",-0.04445849807689424
Good value despite some minor problems,0.3
"certainly not worth the money, very disappointed",-0.8180510228788527
"I thought this would be terrible, but it's actually quite good",0.6
Fantastic user experience overall,0.7594652111089253
Mixed feelings about this purchase,0.0
The laptop was absolutely impressive performance and reliability,0.8227051572055719
Started well but ended up being disappointing,-0.5
"absolutely this is an amazing product, highly recommend it!",0.6381640465961645
"The food was absolutely superb quality, worth every penny",0.7588734118473819
The furniture was really best purchase i've made in a long time,0.8365101742979717
"The software was love this item, exceeded my expectations",0.9659457560881795
Started well but ended up being disappointing,-0.5
Not perfect but gets the job done,0.2
The clothing was really best purchase i've made in a long time,0.8229221475560191
absolutely frustrating experience from start to finish,-0.7772486227311617
"extremely terrible quality, completely disappointed",-0.9958289202410388
"I thought this would be terrible, but it's actually quite good",0.6
completely passable quality for the price,-0.13226825373730364
"Not bad at all, better than expected",0.4
Amazing features and easy to use,0.8167603789513432
The restaurant was excellent quality and great customer service,0.9627313766183017
"Fantastic experience, 5 stars!",0.9801645936306235
"absolutely not worth the money, very disappointed",-0.9965175411749826
completely poor materials used in construction,-0.619428075855267
Standard offering in this category,0.06783337780339108
"somewhat misleading description, not as advertised",-0.6399667267934077
"Not worth the money, very disappointed",-0.9596087572728955
"somewhat decent quality, could be better",-0.13952653420313285
Better than the previous version but still lacking,0.2
"Broken on arrival, poor packaging",-0.7995648478951212
maybe difficult to use and poorly designed,-0.7332912360864411
The electronics was pretty amazing features and easy to use,0.7957699854572562
The furniture was maybe exceptional customer support team,0.9516285920912526
The hotel was absolutely bad design choices throughout,-0.9726165122665688
"Could have been worse, but still not great",-0.3
Good value despite some minor problems,0.3
"Works fine most of the time, occasional issues",0.1
Not perfect but gets the job done,0.2
completely excellent build quality and durability,0.7520298035748821
The electronics was totally fantastic user experience overall,0.8062717710785992
Has some good points but also major flaws,-0.1
Started well but ended up being disappointing,-0.5
"Could have been worse, but still not great",-0.3
The course was cheaply made and breaks easily,-0.918047490339715
somewhat suitable for casual users,0.053547350595174376
"really outstanding value for money, will buy again",0.8735855077592565
"The website was definitely typical quality, nothing outstanding",-0.13169785709838153
"absolutely awful user interface, hard to use",-0.7093003103327213
"Superb quality, worth every penny",0.6981396438725284
Not perfect but gets the job done,0.2
Started well but ended up being disappointing,-0.5
perhaps acceptable performance and features,0.10547829579126569
Not perfect but gets the job done,0.2
Poor materials used in construction,-0.970767375189194
"really typical quality, nothing outstanding",0.022607751938729576
"Could have been worse, but still not great",-0.3
"The smartphone was maybe broken on arrival, poor packaging",-0.8752063918694326
Wonderful service and fast delivery,0.8459801052610618
Overpriced for such poor quality,-0.8819837169383375
"This is an amazing product, highly recommend it!",0.7465447373174767
Wonderful service and fast delivery,0.841583148829005
"Could have been worse, but still not great",-0.3
Good value despite some minor problems,0.3
pretty standard quality product offering,-0.06846404517596125
quite best purchase i've made in a long time,0.9102110466780042
"Not bad at all, better than expected",0.4
The game was excellent quality and great customer service,0.7182534743350856
"Disappointing performance, very slow",-0.9087058546025204
pretty horrible customer service experience,-0.9725978373492081
"very regular performance, as expected",-0.05083169930811275
Passable quality for the price,-0.12047274326958937
"The headphones was quite basic functionality, meets requirements",0.09374214631325148
"completely disappointing performance, very slow",-0.668094751884942
The shoes was very impressive performance and reliability,0.6021200025590422
Better than the previous version but still lacking,0.2
pretty adequate quality for the price point,0.10326369758584295
"Works fine most of the time, occasional issues",0.1
"Works fine most of the time, occasional issues",0.1
"Great quality product, very satisfied",0.6354810135028223
certainly cheaply made and breaks easily,-0.6805626910468995
Has some good points but also major flaws,-0.1
Reasonable option for basic needs,0.009687562785436338
"completely fantastic experience, 5 stars!",0.7400872986801255
"very okay for the price, meets expectations",-0.08384872096930586
"really terrible quality, completely disappointed",-0.7926367912219183
Started well but ended up being disappointing,-0.5
"Defective product, doesn't work at all",-0.9215609149046429
"I thought this would be terrible, but it's actually quite good",0.6
Good value despite some minor problems,0.3
totally excellent quality and great customer service,0.9046478461314871
Mixed feelings about this purchase,0.0
absolutely poor materials used in construction,-0.9800083885361285
Good value despite some minor problems,0.3
"Terrible quality, completely disappointed",-0.972298277485656
"Disappointing performance, very slow",-0.8419476369553986
Fair value for what you get,0.09162969878999588
"The furniture was terrible build quality, fell apart quickly",-0.9642841901897709
Adequate quality for the price point,0.08428915909333057
"Not worth the money, very disappointed",-0.9873024938508046
"The software was moderate performance, room for improvement",-0.05782831144568386
Cheaply made and breaks easily,-0.9623855582262935
Good value despite some minor problems,0.3
"Not bad at all, better than expected",0.4
The electronics was faulty product arrived damaged,-0.8092626126728731
"The movie was defective product, doesn't work at all",-0.7633211350774698
The car was brilliant product design and functionality,0.6437870394716461
"Not bad at all, better than expected",0.4
"somewhat terrible quality, completely disappointed",-0.8152212253316177
"Works fine most of the time, occasional issues",0.1
really satisfactory performance overall,-0.10318925659800693
"Misleading description, not as advertised",-0.8630208084661146
Great product at an affordable price,0.8600804369592614
"The smartphone was incredible value, highly satisfied",0.7797735340854951
The restaurant was suitable for casual users,0.14475638167681162
Mixed feelings about this purchase,0.0
absolutely brilliant product design and functionality,0.845364555684283
"Terrible quality, completely disappointed",-0.9632516449159821
perhaps exceptional customer support team,0.9474492671822443
The laptop was excellent build quality and durability,0.7090496002934135
Started well but ended up being disappointing,-0.5
"somewhat disappointing performance, very slow",-0.739617065952771
The game was fair value for what you get,-0.048740260234854324
"Great quality product, very satisfied",0.655530869059764
The electronics was wonderful service and fast delivery,0.9266397757886309
Mixed feelings about this purchase,0.0
"This is an amazing product, highly recommend it!",0.9795542149013333
extremely great product at an affordable price,0.7018682488184205
Good value despite some minor problems,0.3
"totally awful user interface, hard to use",-0.8839883225404377
The smartphone was excellent build quality and durability,0.7494038732153551
"Not bad at all, better than expected",0.4
Not perfect but gets the job done,0.2
Excellent quality and great customer service,0.6163100566219055
maybe fantastic user experience overall,0.9511897281780278
Started well but ended up being disappointing,-0.5
definitely poor materials used in construction,-0.6682433492165949
"Could have been worse, but still not great",-0.3
completely horrible customer service experience,-0.6682421340564613
Ordinary product with standard features,-0.1462976861818878
Poor materials used in construction,-0.6439435450415941
Has some good points but also major flaws,-0.1
"Broken on arrival, poor packaging",-0.6984681197723126
certainly poor materials used in construction,-0.9016770242775388
The headphones was brilliant product design and functionality,0.9263332499962471
The laptop was very horrible customer service experience,-0.8699583938273204
"I thought this would be terrible, but it's actually quite good",0.6
Mixed feelings about this purchase,0.0
"completely outstanding value for money, will buy again",0.7119735587783771
The headphones was completely excellent build quality and durability,0.8388187667582767
certainly satisfactory performance overall,0.058000546120412
Exceptional customer support team,0.9924744712109694
"really terrible build quality, fell apart quickly",-0.6172800738062856
absolutely reasonable option for basic needs,0.11951593997521046
"Works fine most of the time, occasional issues",0.1
Overpriced for such poor quality,-0.6369555989773781
"somewhat broken on arrival, poor packaging",-0.9401594201892189
"Works fine most of the time, occasional issues",0.1
"Not bad at all, better than expected",0.4
Mixed feelings about this purchase,0.0
The appliance was fantastic user experience overall,0.6240569370403141
Started well but ended up being disappointing,-0.5
Good enough for occasional use,-0.13029236505310224
"Love this item, exceeded my expectations",0.9588863031813307
Good value despite some minor problems,0.3
"Terrible quality, completely disappointed",-0.7088211293077027
very poor design and functionality issues,-0.6956036959887624
Poor design and functionality issues,-0.6878400895410901
Fair value for what you get,-0.05040051172867045
pretty top-notch quality and craftsmanship,0.8809859882176416
"The software was decent quality, could be better",0.12448975952339056
"Great quality product, very satisfied",0.682533487362317
"very this is an amazing product, highly recommend it!",0.8603553891795411
"Broken on arrival, poor packaging",-0.6260022272644938
"totally terrible quality, completely disappointed",-0.6419529037173854
"The website was superb quality, worth every penny",0.656045270306581
"somewhat great quality product, very satisfied",0.9167271357878531
"Incredible value, highly satisfied",0.8526240880370082
Excellent build quality and durability,0.7807070714948916
The software was poor materials used in construction,-0.9695043128105743
"pretty outstanding performance, works perfectly",0.8646529401484586
"pretty worst purchase ever, total waste of money",-0.6620842254855914
"absolutely terrible quality, completely disappointed",-0.9916220155876349
"definitely standard product, works as expected",0.028824586571491784
Great product at an affordable price,0.6485539757689716
Bad design choices throughout,-0.6473237552625968
"I thought this would be terrible, but it's actually quite good",0.6
The food was definitely horrible customer service experience,-0.7169246694677525
"Love this item, exceeded my expectations",0.7490747468376198
Mixed feelings about this purchase,0.0
Mixed feelings about this purchase,0.0
Poor design and functionality issues,-0.7607098823745044
Fantastic user experience overall,0.6272689237541974
"completely defective product, doesn't work at all",-0.9340701298612952
"Not bad at all, better than expected",0.4
Overpriced for such poor quality,-0.7036074998901686
"Works fine most of the time, occasional issues",0.1
"Not bad at all, better than expected",0.4
Poor materials used in construction,-0.6955646775904498
Not perfect but gets the job done,0.2
"extremely broken on arrival, poor packaging",-0.9348739801292545
"Fantastic experience, 5 stars!",0.6054687859307989
"Misleading description, not as advertised",-0.7827901664169348
The game was maybe overpriced for such poor quality,-0.8421695697609415
Fair value for what you get,0.07138528421927764
Reasonable option for basic needs,0.025523532661860915
Not perfect but gets the job done,0.2
Acceptable performance and features,-0.0724225226595648
perhaps overpriced for such poor quality,-0.6962595896989547
"Terrible quality, completely disappointed",-0.7801535825124302
The service was poor materials used in construction,-0.6780987512041221
Not perfect but gets the job done,0.2
"The car was awful user interface, hard to use",-0.9844280146697331
"Worst purchase ever, total waste of money",-0.6912569095273515
Reasonable choice for budget-conscious buyers,-0.0011282334297558205
"Could have been worse, but still not great",-0.3
maybe great product at an affordable price,0.810201848787456
The appliance was really fantastic user experience overall,0.8494342752011039
pretty difficult to use and poorly designed,-0.919573939180022
Cheaply made and breaks easily,-0.6854887202463867
"Perfect product, exactly what I needed",0.7190540698037243
"The service was typical quality, nothing outstanding",0.0013857073823086707
Good enough for occasional use,-0.07950171673959251
Mixed feelings about this purchase,0.0
Excellent build quality and durability,0.8092338898327138
"I thought this would be terrible, but it's actually quite good",0.6
The hotel was perhaps overpriced for such poor quality,-0.654847798835035
Reasonable choice for budget-conscious buyers,-0.09564844474499398
"maybe incredible value, highly satisfied",0.6814313121368971
completely standard quality product offering,-0.017089888098714173
"The software was basic functionality, meets requirements",-0.11453441331267342
really frustrating experience from start to finish,-0.6828967545708748
Frustrating experience from start to finish,-0.8657304667843762
The course was completely poor design and functionality issues,-0.9356607304169016
"The food was quite broken on arrival, poor packaging",-0.9473139885683626
definitely frustrating experience from start to finish,-0.7999548991693493
"Could have been worse, but still not great",-0.3
"Defective product, doesn't work at all",-0.8644557402644993
definitely frustrating experience from start to finish,-0.9960084893366202
"Worst purchase ever, total waste of money",-0.9854849509545991
Started well but ended up being disappointing,-0.5
"Not bad at all, better than expected",0.4
"perhaps terrible quality, completely disappointed",-0.9544173461142731
"Could have been worse, but still not great",-0.3
Mixed feelings about this purchase,0.0
"I thought this would be terrible, but it's actually quite good",0.6
"completely superb quality, worth every penny",0.8533912879304588
maybe excellent build quality and durability,0.985170750095032
The furniture was totally adequate quality for the price point,-0.036114970664498924
"Works fine most of the time, occasional issues",0.1
Good value despite some minor problems,0.3
Difficult to use and poorly designed,-0.8783878910208002
Better than the previous version but still lacking,0.2
"Perfect product, exactly what I needed",0.9834165987532794
The software was maybe satisfactory performance overall,-0.09519828472809955
"Could have been worse, but still not great",-0.3
"Disappointing performance, very slow",-0.8345429300325459
absolutely satisfactory performance overall,-0.018546985000093413
"very awful user interface, hard to use",-0.9181279563770864
"Not bad at all, better than expected",0.4
The software was faulty product arrived damaged,-0.9390681642141858
The course was extremely low quality materials and workmanship,-0.9805369345353147
The course was overpriced for such poor quality,-0.9761901198608913
"Great quality product, very satisfied",0.8533603417266903
Good value despite some minor problems,0.3
Started well but ended up being disappointing,-0.5
"maybe perfect product, exactly what i needed",0.925119826903001
"absolutely standard product, works as expected",-0.015366358801615576
Not perfect but gets the job done,0.2
"Could have been worse, but still not great",-0.3
pretty wonderful service and fast delivery,0.912605792700566
Excellent build quality and durability,0.9576763498656473
extremely exceptional customer support team,0.6124536331538045
"Works fine most of the time, occasional issues",0.1
The car was quite horrible customer service experience,-0.6642156361996931
Started well but ended up being disappointing,-0.5
"perhaps typical quality, nothing outstanding",0.11697401290885875
Not perfect but gets the job done,0.2
"Not bad at all, better than expected",0.4
really difficult to use and poorly designed,-0.9875403628826436
"perhaps basic functionality, meets requirements",-0.11896976554185498
Reasonable option for basic needs,-0.14675667490944108
"very broken on arrival, poor packaging",-0.7499883255659177
Has some good points but also major flaws,-0.1
Started well but ended up being disappointing,-0.5
"Works fine most of the time, occasional issues",0.1
Satisfactory performance overall,0.04744794728927204
"maybe okay for the price, meets expectations",-0.004160854435522776
Acceptable performance and features,0.04855037553419944
Good value despite some minor problems,0.3
Top-notch quality and craftsmanship,0.6530863016172241
Poor materials used in construction,-0.9821744706205283
very exceptional customer support team,0.7093038107992837
Ordinary product with standard features,-0.007669531913779504
"Could have been worse, but still not great",-0.3
Impressive performance and reliability,0.8442480169766531
Suitable for casual users,-0.08976870757299642
extremely faulty product arrived damaged,-0.8403599247705108
somewhat exceptional customer support team,0.7590377591851177
Fair value for what you get,-0.1123303264088246
"I thought this would be terrible, but it's actually quite good",0.6
Started well but ended up being disappointing,-0.5
"Average product, nothing special",0.023794339998581354
Not perfect but gets the job done,0.2
"somewhat average product, nothing special",-0.08438705990292503
"The furniture was really broken on arrival, poor packaging",-0.8281616225695742
"Could have been worse, but still not great",-0.3
"definitely standard product, works as expected",-0.06808781420165796
absolutely suitable for casual users,0.004884989759302211
The furniture was ordinary product with standard features,0.11506941851105709
definitely great product at an affordable price,0.9124681695147677
"Could have been worse, but still not great",-0.3
"completely outstanding value for money, will buy again",0.6367196263253767
Started well but ended up being disappointing,-0.5
"The furniture was pretty broken on arrival, poor packaging",-0.8522876919137836
"Superb quality, worth every penny",0.7422690865859797
Low quality materials and workmanship,-0.7408903068198631
Brilliant product design and functionality,0.6641600421320288
"quite great quality product, very satisfied",0.9075949660722042
Has some good points but also major flaws,-0.1
"extremely this is an amazing product, highly recommend it!",0.6063865008880857
"somewhat terrible build quality, fell apart quickly",-0.6961554285200814
absolutely standard quality product offering,0.1223206299532538
absolutely poor design and functionality issues,-0.7094153139547981
"Okay for the price, meets expectations",-0.07038896651940736
Reasonable choice for budget-conscious buyers,0.06432423044114932
somewhat top-notch quality and craftsmanship,0.7992782865812555
Good value despite some minor problems,0.3
"Works fine most of the time, occasional issues",0.1
"I thought this would be terrible, but it's actually quite good",0.6
The electronics was certainly poor materials used in construction,-0.6913492356085569
"completely terrible quality, completely disappointed",-0.8271692468223216
"Not bad at all, better than expected",0.4
Difficult to use and poorly designed,-0.7602791535442249
The smartphone was overpriced for such poor quality,-0.6213422264025814
very excellent quality and great customer service,0.9887128330883843
Good value despite some minor problems,0.3
The software was pretty adequate quality for the price point,-0.11771574457204234
The service was reasonable choice for budget-conscious buyers,0.005423249412103426
"The website was average product, nothing special",-0.00504574100589944
"extremely perfect product, exactly what i needed",0.9509888054108212
"Could have been worse, but still not great",-0.3
totally cheaply made and breaks easily,-0.6424041159968519
"The food was terrible quality, completely disappointed",-0.675292084763945
Not perfect but gets the job done,0.2
Good value despite some minor problems,0.3
definitely low quality materials and workmanship,-0.6282846390951762
"The electronics was definitely standard product, works as expected",0.11866885443955164
Mixed feelings about this purchase,0.0
Not perfect but gets the job done,0.2
"The clothing was basic functionality, meets requirements",0.016307004364910727
"absolutely average product, nothing special",-0.09145004483440487
Standard offering in this category,0.12645401757222538
Fantastic user experience overall,0.8038896987006793
"Works fine most of the time, occasional issues",0.1
"I thought this would be terrible, but it's actually quite good",0.6
Good value despite some minor problems,0.3
"Works fine most of the time, occasional issues",0.1
Good value despite some minor problems,0.3
"The headphones was definitely outstanding value for money, will buy again",0.7024827774377832
Best purchase I've made in a long time,0.7707155621346997
The electronics was somewhat passable quality for the price,0.12841552506865442
The electronics was fantastic user experience overall,0.8563888309381328
The headphones was pretty top-notch quality and craftsmanship,0.616301642436989
Reasonable choice for budget-conscious buyers,0.004112356564591441
"The service was superb quality, worth every penny",0.8306065902057014
"Worst purchase ever, total waste of money",-0.6851493589593584
"The appliance was misleading description, not as advertised",-0.9876249421074632
Has some good points but also major flaws,-0.1
absolutely adequate quality for the price point,-0.06840041839669318
The movie was somewhat frustrating experience from start to finish,-0.6842271223219235
Ordinary product with standard features,0.0436716544282284
maybe wonderful service and fast delivery,0.6351472444970627
"Worst purchase ever, total waste of money",-0.8996133354638808
Better than the previous version but still lacking,0.2
Difficult to use and poorly designed,-0.9931400872339208
The electronics was quite amazing features and easy to use,0.768705063892205
The service was difficult to use and poorly designed,-0.9977125674556843
Started well but ended up being disappointing,-0.5
"Terrible build quality, fell apart quickly",-0.6224070778547162
"The service was quite worst purchase ever, total waste of money",-0.6589087920497154
Amazing features and easy to use,0.7919125307426019
"Standard product, works as expected",-0.11556092182461597
Excellent quality and great customer service,0.8438257335919588
somewhat suitable for casual users,0.11851958665537374
"quite outstanding value for money, will buy again",0.7423890714605046
"Misleading description, not as advertised",-0.79781795283582
"I thought this would be terrible, but it's actually quite good",0.6
"really moderate performance, room for improvement",-0.03247726483131655
"Could have been worse, but still not great",-0.3
Reasonable choice for budget-conscious buyers,0.022155179392507995
"Not bad at all, better than expected",0.4
"The restaurant was misleading description, not as advertised",-0.7820689369819253
The appliance was standard quality product offering,0.05269887066212192
somewhat excellent quality and great customer service,0.7641531692142519
completely horrible customer service experience,-0.7691001076925548
pretty excellent build quality and durability,0.7096642666239223
"pretty fantastic experience, 5 stars!",0.9604632041963956
"completely perfect product, exactly what i needed",0.980024786820322
"Great quality product, very satisfied",0.6675740252288658
The restaurant was best purchase i've made in a long time,0.6662053269711895
completely cheaply made and breaks easily,-0.8150817755997571
"Terrible build quality, fell apart quickly",-0.7481769212433054
completely fantastic user experience overall,0.7254910764776384
"The clothing was absolutely superb quality, worth every penny",0.7939113468601384
Better than the previous version but still lacking,0.2
Better than the previous version but still lacking,0.2
"Works fine most of the time, occasional issues",0.1
"Disappointing performance, very slow",-0.771740150447626
Better than the previous version but still lacking,0.2
Mixed feelings about this purchase,0.0
"The headphones was completely okay for the price, meets expectations",0.13166848801238248
Great product at an affordable price,0.8563305258760825
"Great quality product, very satisfied",0.8686292782371199
completely passable quality for the price,-0.14279848654653335
"really love this item, exceeded my expectations",0.888980846104602
"The shoes was disappointing performance, very slow",-0.7045610167470677
